Year,Month,Day,Hour,Minute,Temperature  [2 m above gnd],Total Precipitation (high resolution)  [sfc],Wind Speed  [10 m above gnd],Wind Direction  [10 m above gnd]
2015,8,2,20,0,25.61,0,14.51,113.39
2015,8,2,21,0,24.06,0,12.41,119.54
2015,8,2,22,0,22.35,0,9.79,126.03
2015,8,2,23,0,20.72,0,8.44,129.81
2015,8,3,0,0,19.35,0,8.16,131.42
2015,8,3,1,0,18.49,0,9.16,135
2015,8,3,2,0,18.1,0,10.44,133.6
2015,8,3,3,0,17.8,0,10.2,132.14
2015,8,3,4,0,17.87,0,10.01,127.69
2015,8,3,5,0,17.07,0,8.21,127.87
2015,8,3,6,0,16.08,0,6.61,119.36
2015,8,3,7,0,16.07,0,7.24,116.57
2015,8,3,8,0,17.62,0,6.38,106.39
2015,8,3,9,0,20.31,0,7.86,105.95
2015,8,3,10,0,22.73,0,6.52,96.34
2015,8,3,11,0,25.2,0,3.62,84.29
2015,8,3,12,0,27.05,0,1.14,18.43
2015,8,3,13,0,28.4,0,2.04,315
2015,8,3,14,0,29.95,0,7.52,286.7
2015,8,3,15,0,30.68,0,8.65,286.93
2015,8,3,16,0,31.06,0,7.97,288.43
2015,8,3,17,0,31.17,0,5.82,291.8
2015,8,3,18,0,31.04,0,3.6,306.87
2015,8,3,19,0,30.64,0,1.08,360
2015,8,3,20,0,29.94,0,5.09,81.87
2015,8,3,21,0,28.15,0,9.89,100.49
2015,8,3,22,0,25.63,0,11.11,114.9
2015,8,3,23,0,23.62,0,9.79,126.03
2015,8,4,0,0,22.12,0,9.42,136.55
2015,8,4,1,0,20.33,0,9.59,124.29
2015,8,4,2,0,19.17,0,8.67,131.63
2015,8,4,3,0,18.44,0,5.9,142.43
2015,8,4,4,0,19,0,8.91,136.64
2015,8,4,5,0,19.05,0,10.23,140.71
2015,8,4,6,0,17.5,0,12.48,123.23
2015,8,4,7,0,18.1,0,6.88,132.88
2015,8,4,8,0,19.24,0,2.74,113.2
2015,8,4,9,0,21.5,0,0.8,333.43
2015,8,4,10,0,25.76,0,14.26,280.18
2015,8,4,11,0,25.33,0,18.33,289.5
2015,8,4,12,0,25.56,0,19.01,288.78
2015,8,4,13,0,25.19,0,23.22,289
2015,8,4,14,0,21.15,0,2.19,189.46
2015,8,4,15,0,23.13,0.9,2.9,330.26
2015,8,4,16,0,24.67,0.7,19.49,281.73
2015,8,4,17,0,24.41,0.2,17.23,280.84
2015,8,4,18,0,23.88,0,14.15,277.31
2015,8,4,19,0,23.86,0.1,11.66,278.88
2015,8,4,20,0,23.35,0,9.47,278.75
2015,8,4,21,0,22.39,0,6.12,270
2015,8,4,22,0,21.66,0,3.24,270
2015,8,4,23,0,21.07,0,0.8,206.57
2015,8,5,0,0,20.74,0,3.22,116.57
2015,8,5,1,0,20.16,0,4.68,112.62
2015,8,5,2,0,19.33,0,6.21,100.01
2015,8,5,3,0,18.39,0,7.24,95.71
2015,8,5,4,0,17.85,0,7.92,90
2015,8,5,5,0,17.23,0,7.99,82.23
2015,8,5,6,0,16.05,0,7.59,84.56
2015,8,5,7,0,16.28,0,7.21,87.14
2015,8,5,8,0,18.22,0,9.11,108.43
2015,8,5,9,0,20.17,0,11.84,109.54
2015,8,5,10,0,21.52,0,12.3,110.56
2015,8,5,11,0,23.16,0,13.57,111.8
2015,8,5,12,0,24.22,0,13.36,104.04
2015,8,5,13,0,25.96,0,14.08,94.4
2015,8,5,14,0,28.43,0,13.85,98.97
2015,8,5,15,0,29.4,0,13.63,102.2
2015,8,5,16,0,29.98,0,14.15,104.74
2015,8,5,17,0,30.18,0,15.14,108
2015,8,5,18,0,30.07,0,15.65,113.03
2015,8,5,19,0,29.77,0,14.81,115.94
2015,8,5,20,0,28.95,0,11.92,118.89
2015,8,5,21,0,27.29,0,10.95,117.41
2015,8,5,22,0,25.18,0,10.59,125.31
2015,8,5,23,0,23.1,0,9,143.13
2015,8,6,0,0,21.94,0,8.53,152.35
2015,8,6,1,0,21.24,0,8.5,143.62
2015,8,6,2,0,20.49,0,9.16,135
2015,8,6,3,0,20.24,0,9.96,130.6
2015,8,6,4,0,20.82,0,9.02,118.61
2015,8,6,5,0,19.61,0,7.77,103.39
2015,8,6,6,0,18.93,0,8.31,107.65
2015,8,6,7,0,19.36,0,9.69,105.07
2015,8,6,8,0,21.12,0,10.83,105.42
2015,8,6,9,0,24.25,0,11.97,105.71
2015,8,6,10,0,27.09,0,11.73,107.88
2015,8,6,11,0,29.63,0,9.18,101.31
2015,8,6,12,0,31.48,0,6.29,113.63
2015,8,6,13,0,32.65,0,1.61,153.43
2015,8,6,14,0,32.96,0,8.4,300.96
2015,8,6,15,0,33.7,0,8.21,307.87
2015,8,6,16,0,34.2,0,7.49,324.78
2015,8,6,17,0,34.3,0,6.64,347.47
2015,8,6,18,0,34.08,0,5.8,7.13
2015,8,6,19,0,33.66,0,5.62,39.81
2015,8,6,20,0,32.86,0,3.89,56.31
2015,8,6,21,0,31.53,0,5.4,90
2015,8,6,22,0,29.68,0,7.9,120.07
2015,8,6,23,0,27.82,0,7.9,133.15
2015,8,7,0,0,26.53,0,7.39,133.03
2015,8,7,1,0,25.25,0,6.99,124.51
2015,8,7,2,0,24.04,0,7.59,121.43
2015,8,7,3,0,22.84,0,6.41,128.16
2015,8,7,4,0,21.96,0,5.9,127.57
2015,8,7,5,0,21.76,0,7.2,126.87
2015,8,7,6,0,21.81,0,8.59,123.02
2015,8,7,7,0,21.42,0,8.53,117.65
2015,8,7,8,0,21.87,0,4.9,107.1
2015,8,7,9,0,24.63,0,6.76,115.2
2015,8,7,10,0,27.25,0,6.38,106.39
2015,8,7,11,0,29.58,0,4.32,90
2015,8,7,12,0,31.7,0,2.52,90
2015,8,7,13,0,33.26,0,2.62,105.95
2015,8,7,14,0,34.16,0,1.14,71.57
2015,8,7,15,0,35.12,0,2.1,120.96
2015,8,7,16,0,35.66,0,3.22,116.57
2015,8,7,17,0,35.77,0,4.74,98.75
2015,8,7,18,0,35.5,0,7.95,95.19
2015,8,7,19,0,34.87,0,10.59,99.78
2015,8,7,20,0,33.78,0,9.96,102.53
2015,8,7,21,0,31.68,0,10.32,119.25
2015,8,7,22,0,29.49,0,9.69,148.67
2015,8,7,23,0,26.45,0,10.14,152.53
2015,8,8,0,0,25.47,0,8.89,148.24
2015,8,8,1,0,25.35,0,9,143.13
2015,8,8,2,0,25.56,0,9.42,133.45
2015,8,8,3,0,25.43,0,8.29,124.38
2015,8,8,4,0,25.84,0,8.65,135
2015,8,8,5,0,24.88,0,9.16,135
2015,8,8,6,0,23.91,0,7.9,120.07
2015,8,8,7,0,23.58,0,5.59,104.93
2015,8,8,8,0,23.36,0,6.16,83.29
2015,8,8,9,0,25.33,0,3.55,23.96
2015,8,8,10,0,26.77,0,2.9,29.74
2015,8,8,11,0,28.35,0,3.83,311.19
2015,8,8,12,0,30.76,0,11.01,281.31
2015,8,8,13,0,31.74,0,20.97,281.89
2015,8,8,14,0,31.37,0,12.98,340.56
2015,8,8,15,0,32.28,0,17.94,349.59
2015,8,8,16,0,32.51,0,21.43,352.28
2015,8,8,17,0,32.28,0,25.72,353.57
2015,8,8,18,0,31.62,0.2,28.8,360
2015,8,8,19,0,30.87,0.4,25.62,4.03
2015,8,8,20,0,29.75,0,20.52,360
2015,8,8,21,0,28.51,0,15.23,353.21
2015,8,8,22,0,26.71,0,13.1,344.05
2015,8,8,23,0,24.4,0.1,7.09,293.96
2015,8,9,0,0,22.54,0,11.17,1.85
2015,8,9,1,0,22.24,0,7.57,334.65
2015,8,9,2,0,21.5,0,4.9,323.97
2015,8,9,3,0,21.02,0,4.55,288.43
2015,8,9,4,0,20.53,0,6.83,288.43
2015,8,9,5,0,20.15,0,8.43,289.98
2015,8,9,6,0,19.65,0,9.03,293.5
2015,8,9,7,0,19.49,0,10.16,292.93
2015,8,9,8,0,20.07,0,12.72,295.11
2015,8,9,9,0,20.77,0,14.19,305.71
2015,8,9,10,0,21.31,0,17.1,310.73
2015,8,9,11,0,20.15,0,23.04,270
2015,8,9,12,0,20.7,0,22.33,271.85
2015,8,9,13,0,21.11,0,21.25,271.94
2015,8,9,14,0,26.57,0.5,12.59,300.96
2015,8,9,15,0,25.63,0.7,17.24,298.71
2015,8,9,16,0,23.28,1.1,20.48,280.12
2015,8,9,17,0,22.43,0.5,17.67,273.5
2015,8,9,18,0,22.63,0.2,16.2,270
2015,8,9,19,0,22.37,0.2,15.23,276.79
2015,8,9,20,0,22.19,1,13.4,276.17
2015,8,9,21,0,21.56,0,11.66,278.88
2015,8,9,22,0,20.84,0,11.53,271.79
2015,8,9,23,0,20.05,0,10.44,270
2015,8,10,0,0,19.57,0,9.5,245.38
2015,8,10,1,0,19.39,0,9.02,241.39
2015,8,10,2,0,19.04,0,6.79,237.99
2015,8,10,3,0,18.89,0,4.1,217.87
2015,8,10,4,0,18.62,0,3.55,203.96
2015,8,10,5,0,18.46,0,2.16,180
2015,8,10,6,0,18.58,0,2.97,165.96
2015,8,10,7,0,18.68,0,2.62,164.05
2015,8,10,8,0,19.38,0,0.72,180
2015,8,10,9,0,20.42,0,3.08,290.56
2015,8,10,10,0,22.6,0.2,5.69,288.43
2015,8,10,11,0,22.66,0,7.15,310.91
2015,8,10,12,0,22.87,1.3,8.23,336.8
2015,8,10,13,0,24.42,0.7,5,329.74
2015,8,10,14,0,25.26,0.5,12.73,315
2015,8,10,15,0,24.61,0.4,14.57,320.01
2015,8,10,16,0,24.91,0.1,14.02,318.12
2015,8,10,17,0,24.83,0.1,13.48,325.89
2015,8,10,18,0,25.29,0.1,13.78,340.14
2015,8,10,19,0,24.42,0,12.41,343.14
2015,8,10,20,0,23.72,0,9.18,334.44
2015,8,10,21,0,22.67,0,7.65,318.81
2015,8,10,22,0,22.14,0,5.32,298.3
2015,8,10,23,0,21.4,0,5.45,262.41
2015,8,11,0,0,20.79,0,5.48,246.8
2015,8,11,1,0,20.36,0,3.55,246.04
2015,8,11,2,0,20.01,0,2.97,255.96
2015,8,11,3,0,19.57,0,2.97,284.04
2015,8,11,4,0,19.04,0,4.2,329.04
2015,8,11,5,0,18.11,0,5.19,326.31
2015,8,11,6,0,18.01,0,4.2,300.96
2015,8,11,7,0,18.01,0,4.1,285.26
2015,8,11,8,0,18.89,0,3.76,286.7
2015,8,11,9,0,19.76,0,3.83,311.19
2015,8,11,10,0,21,0,6.76,334.8
2015,8,11,11,0,23.02,0,11.18,345.07
2015,8,11,12,0,24.41,0,14.62,350.07
2015,8,11,13,0,25.21,0,15.84,360
2015,8,11,14,0,27.15,0,8.47,12.26
2015,8,11,15,0,27.85,0,7.63,19.29
2015,8,11,16,0,28.36,0,6.3,30.96
2015,8,11,17,0,28.65,0,6.37,47.29
2015,8,11,18,0,28.58,0,6.29,66.37
2015,8,11,19,0,28.22,0,6.84,90
2015,8,11,20,0,27.56,0,5.76,90
2015,8,11,21,0,26.73,0,3.24,90
2015,8,11,22,0,25.64,0,2.97,104.04
2015,8,11,23,0,24.16,0,4.39,145.01
2015,8,12,0,0,22.92,0,4.38,170.54
2015,8,12,1,0,22.19,0,4.02,169.7
2015,8,12,2,0,21.71,0,3.42,161.57
2015,8,12,3,0,21.34,0,2.97,165.96
2015,8,12,4,0,20.78,0,2.9,150.26
2015,8,12,5,0,20.29,0,3.32,130.6
2015,8,12,6,0,19.94,0,3.6,126.87
2015,8,12,7,0,19.82,0,4.07,135
2015,8,12,8,0,20.48,0,5.96,115.02
2015,8,12,9,0,22.2,0,8.83,101.77
2015,8,12,10,0,24.53,0,10.9,97.59
2015,8,12,11,0,26.5,0,12.25,91.68
2015,8,12,12,0,27.94,0,11.9,86.53
2015,8,12,13,0,28.93,0,10.24,79.88
2015,8,12,14,0,29.83,0,5.59,14.93
2015,8,12,15,0,30.56,0,5.8,29.74
2015,8,12,16,0,30.76,0,5.86,42.51
2015,8,12,17,0,30.93,0,6.3,59.04
2015,8,12,18,0,30.77,0,7.29,69.78
2015,8,12,19,0,30.42,0,8.35,82.57
2015,8,12,20,0,29.63,0,7.2,90
2015,8,12,21,0,28.22,0,7.95,95.19
2015,8,12,22,0,26.43,0,7.57,115.35
2015,8,12,23,0,24.45,0,6.62,135
2015,8,13,0,0,23.55,0,6.37,132.71
2015,8,13,1,0,22.65,0,6.7,126.25
2015,8,13,2,0,21.88,0,5.6,135
2015,8,13,3,0,21.33,0,5.35,132.27
2015,8,13,4,0,20.6,0,5.62,129.81
2015,8,13,5,0,20.04,0,5.62,129.81
2015,8,13,6,0,19.56,0,7.24,116.57
2015,8,13,7,0,19.25,0,8.7,114.44
2015,8,13,8,0,20.2,0,9.79,107.1
2015,8,13,9,0,23.02,0,13.9,106.56
2015,8,13,10,0,25.65,0,15.03,106.7
2015,8,13,11,0,27.6,0,13.01,104.42
2015,8,13,12,0,29.37,0,8.64,90
2015,8,13,13,0,29.81,0,3.55,66.04
2015,8,13,14,0,30.81,0,4.32,90
2015,8,13,15,0,31.66,0,2.31,38.66
2015,8,13,16,0,31.87,0.1,2.19,279.46
2015,8,13,17,0,32.14,0.5,1.48,284.04
2015,8,13,18,0,30.8,0.1,5.05,265.91
2015,8,13,19,0,29.58,0.8,5.4,270
2015,8,13,20,0,27.65,0.8,8.29,267.51
2015,8,13,21,0,21.29,0.7,29.95,256.8
2015,8,13,22,0,19.85,0.5,18.78,257.83
2015,8,13,23,0,19.83,0.4,4.8,257.01
2015,8,14,0,0,19.68,0.1,3.71,150.95
2015,8,14,1,0,19.4,0,7.99,125.84
2015,8,14,2,0,19.04,0.3,8.59,123.02
2015,8,14,3,0,18.74,0.2,8.85,116.57
2015,8,14,4,0,18.5,0,6.61,119.36
2015,8,14,5,0,18.1,0,4.07,135
2015,8,14,6,0,18.05,0,3.62,185.71
2015,8,14,7,0,18.01,0,1.84,191.31
2015,8,14,8,0,19.04,0,0.51,225
2015,8,14,9,0,20.31,0,6.73,285.52
2015,8,14,10,0,21.45,0,10.48,285.95
2015,8,14,11,0,22.18,0,14.76,282.68
2015,8,14,12,0,22.32,0,16.62,274.97
2015,8,14,13,0,22.12,0,12.98,273.18
2015,8,14,14,0,24.71,0.3,4.2,210.96
2015,8,14,15,0,25.31,0,3.96,90
2015,8,14,16,0,26.06,0,7.75,111.8
2015,8,14,17,0,25.32,0.2,3.6,180
2015,8,14,18,0,25.07,0.1,5.59,165.07
2015,8,14,19,0,23.78,0,10.04,194.53
2015,8,14,20,0,22.91,0,8.21,232.13
2015,8,14,21,0,22,0,7.93,272.6
2015,8,14,22,0,21.17,0,6.38,253.61
2015,8,14,23,0,20.37,0,10.44,270
2015,8,15,0,0,18.93,0,8.31,265.03
2015,8,15,1,0,18.61,0,2.55,135
2015,8,15,2,0,17.62,0,6.95,111.25
2015,8,15,3,0,16.71,0,7.9,120.07
2015,8,15,4,0,16.36,0,5.19,123.69
2015,8,15,5,0,16.24,0,2.74,113.2
2015,8,15,6,0,16.09,0,2.55,98.13
2015,8,15,7,0,16.37,0,3.62,95.71
2015,8,15,8,0,16.77,0,6.12,118.07
2015,8,15,9,0,16.82,0,9.83,113.75
2015,8,15,10,0,17.34,0,9.18,115.56
2015,8,15,11,0,17.56,0,1.08,90
2015,8,15,12,0,17.1,0.2,13.32,270
2015,8,15,13,0,16.92,0.4,15.55,264.69
2015,8,15,14,0,18.35,0.2,16.45,280.08
2015,8,15,15,0,19.29,0.1,18.23,279.09
2015,8,15,16,0,19.41,0,20.17,272.05
2015,8,15,17,0,19.43,0,20.28,276.12
2015,8,15,18,0,18.95,0,18.89,277.67
2015,8,15,19,0,18.49,0,18.03,273.43
2015,8,15,20,0,17.83,0,16.7,277.43
2015,8,15,21,0,17.28,0,13.85,278.97
2015,8,15,22,0,16.64,0,13.8,277.5
2015,8,15,23,0,16.04,0,13.14,279.46
2015,8,16,0,0,15.74,0,13.28,282.53
2015,8,16,1,0,15.39,0,13.01,284.42
2015,8,16,2,0,15.16,0,11.21,275.53
2015,8,16,3,0,14.92,0.1,10.44,270
2015,8,16,4,0,14.71,0.1,10.46,273.95
2015,8,16,5,0,14.41,0.1,9.61,282.99
2015,8,16,6,0,14.19,0.2,8.21,285.26
2015,8,16,7,0,14.1,0.3,7.9,294.23
2015,8,16,8,0,14.48,0.3,6.88,317.12
2015,8,16,9,0,14.81,0.1,9,343.74
2015,8,16,10,0,15.18,0,8.21,344.74
2015,8,16,11,0,15.36,0,4.61,321.34
2015,8,16,12,0,15.39,0,2.55,261.87
2015,8,16,13,0,16.05,0,1.94,248.2
2015,8,16,14,0,16.01,0.1,12.22,283.63
2015,8,16,15,0,16.96,0.1,11.97,285.71
2015,8,16,16,0,17.79,0,11.73,287.88
2015,8,16,17,0,17.94,0,11.92,298.89
2015,8,16,18,0,18.65,0,11.53,308.66
2015,8,16,19,0,18.38,0,11.68,303.69
2015,8,16,20,0,17.75,0,11.12,299.05
2015,8,16,21,0,16.94,0,7.7,307.41
2015,8,16,22,0,16.88,0,5.86,312.51
2015,8,16,23,0,16.56,0,5.9,307.57
2015,8,17,0,0,16.16,0,5.8,299.74
2015,8,17,1,0,15.83,0,5.69,288.43
2015,8,17,2,0,15.53,0,5.51,281.31
2015,8,17,3,0,15.16,0,7.07,284.74
2015,8,17,4,0,14.76,0,8.89,301.76
2015,8,17,5,0,13.89,0,9.69,311.99
2015,8,17,6,0,13.16,0,9.67,315
2015,8,17,7,0,13.27,0,9.67,315
2015,8,17,8,0,14.79,0,13.28,327.17
2015,8,17,9,0,16.09,0,14.39,328.3
2015,8,17,10,0,17.36,0,14.2,329.53
2015,8,17,11,0,18.6,0,15.84,338.68
2015,8,17,12,0,18.93,0,16.07,344.41
2015,8,17,13,0,20.18,0,14.84,345.96
2015,8,17,14,0,20.76,0,12.89,324.09
2015,8,17,15,0,21.25,0,13.09,328.5
2015,8,17,16,0,21.33,0,11.79,328.74
2015,8,17,17,0,21.02,0,10.88,325.78
2015,8,17,18,0,21.23,0,9.39,327.53
2015,8,17,19,0,20.83,0,7.49,324.78
2015,8,17,20,0,20.1,0,6.44,333.43
2015,8,17,21,0,19.29,0,5.09,351.87
2015,8,17,22,0,18.54,0,2.04,45
2015,8,17,23,0,17.91,0,3.32,139.4
2015,8,18,0,0,17.29,0,3.42,161.57
2015,8,18,1,0,16.35,0,3.26,173.66
2015,8,18,2,0,15.1,0,4.33,184.76
2015,8,18,3,0,14.77,0,4.32,180
2015,8,18,4,0,13.91,0,3.88,201.8
2015,8,18,5,0,11.77,0,6.79,212.01
2015,8,18,6,0,11.5,0,6.29,203.63
2015,8,18,7,0,11.73,0,5.59,194.93
2015,8,18,8,0,13.14,0,1.8,180
2015,8,18,9,0,14.56,0,0.8,26.57
2015,8,18,10,0,16.47,0,1.3,303.69
2015,8,18,11,0,18.63,0,6.79,302.01
2015,8,18,12,0,20.08,0,10.14,297.47
2015,8,18,13,0,20.85,0,11.3,300.65
2015,8,18,14,0,21.62,0,5.8,330.26
2015,8,18,15,0,22.26,0,6.12,331.93
2015,8,18,16,0,22.65,0,7.57,334.65
2015,8,18,17,0,22.65,0,9.11,341.57
2015,8,18,18,0,22.45,0,9.96,347.47
2015,8,18,19,0,22.01,0,10.31,347.91
2015,8,18,20,0,21.25,0,10.48,344.05
2015,8,18,21,0,19.44,0,11.37,349.05
2015,8,18,22,0,17.66,0,10.04,345.47
2015,8,18,23,0,16.47,0,8.23,336.8
2015,8,19,0,0,15.13,0,4.9,342.9
2015,8,19,1,0,14.33,0,2.41,296.57
2015,8,19,2,0,13.94,0,3.24,270
2015,8,19,3,0,13.41,0,5.4,270
2015,8,19,4,0,13,0,6.48,270
2015,8,19,5,0,12.96,0,6.49,273.18
2015,8,19,6,0,12.67,0,5.76,270
2015,8,19,7,0,12.59,0,5.41,273.81
2015,8,19,8,0,13.46,0,3.6,270
2015,8,19,9,0,14.42,0,2.16,270
2015,8,19,10,0,15.89,0,1.3,303.69
2015,8,19,11,0,18.07,0,2.41,116.57
2015,8,19,12,0,19.48,0,3.26,83.66
2015,8,19,13,0,20.28,0,2.19,9.46
2015,8,19,14,0,20.34,0,1.08,180
2015,8,19,15,0,21.26,0,4.68,112.62
2015,8,19,16,0,21.5,0,10.25,108.43
2015,8,19,17,0,21.18,0,10.79,115.71
2015,8,19,18,0,21.12,0,10.5,112.17
2015,8,19,19,0,20.71,0,11.04,109.03
2015,8,19,20,0,19.97,0,9.34,117.55
2015,8,19,21,0,18.96,0,9.18,131.82
2015,8,19,22,0,17.55,0,9,143.13
2015,8,19,23,0,16.24,0,8.22,151.19
2015,8,20,0,0,15.14,0,6.76,154.8
2015,8,20,1,0,14.38,0,4.83,153.43
2015,8,20,2,0,13.79,0,4.1,142.13
2015,8,20,3,0,13.46,0,3.56,135
2015,8,20,4,0,13.22,0,3.32,139.4
2015,8,20,5,0,13.09,0,3.83,138.81
2015,8,20,6,0,12.99,0,4.33,131.63
2015,8,20,7,0,12.92,0,4.61,128.66
2015,8,20,8,0,13.75,0,4.02,116.57
2015,8,20,9,0,15.38,0,6.29,103.24
2015,8,20,10,0,17.37,0,6.49,93.18
2015,8,20,11,0,19.4,0,3.88,68.2
2015,8,20,12,0,20.95,0,4.61,51.34
2015,8,20,13,0,21.82,0,4.69,57.53
2015,8,20,14,0,22.44,0,5.86,79.38
2015,8,20,15,0,23.03,0,5.05,85.91
2015,8,20,16,0,23.38,0,5.04,90
2015,8,20,17,0,23.45,0,6.12,90
2015,8,20,18,0,23.24,0,7.57,92.73
2015,8,20,19,0,22.75,0,9.61,102.99
2015,8,20,20,0,21.78,0,11.3,112.48
2015,8,20,21,0,20.1,0,12.59,120.96
2015,8,20,22,0,18.2,0,11.99,131.35
2015,8,20,23,0,17.1,0,10.69,135
2015,8,21,0,0,15.79,0,9.93,133.53
2015,8,21,1,0,15.01,0,9.69,131.99
2015,8,21,2,0,14.41,0,9.79,126.03
2015,8,21,3,0,13.8,0,9.83,118.44
2015,8,21,4,0,13.45,0,9.83,113.75
2015,8,21,5,0,13.31,0,9.83,113.75
2015,8,21,6,0,13.41,0,10.64,113.96
2015,8,21,7,0,13.36,0,11.12,119.05
2015,8,21,8,0,14.73,0,12.59,120.96
2015,8,21,9,0,16.36,0,15.46,114.78
2015,8,21,10,0,18.38,0,14.37,112.07
2015,8,21,11,0,20.52,0,14.8,108.43
2015,8,21,12,0,21.9,0,13.04,96.34
2015,8,21,13,0,22.96,0,10.8,90
2015,8,21,14,0,23.82,0,6.44,63.43
2015,8,21,15,0,24.32,0,5.99,57.26
2015,8,21,16,0,24.72,0,6.44,63.43
2015,8,21,17,0,24.8,0,7.52,73.3
2015,8,21,18,0,24.58,0,8.31,85.03
2015,8,21,19,0,24.17,0,8.67,94.76
2015,8,21,20,0,23.33,0,8.91,104.04
2015,8,21,21,0,21.79,0,10.64,113.96
2015,8,21,22,0,19.93,0,11.49,122.2
2015,8,21,23,0,18.44,0,10.3,126.47
2015,8,22,0,0,17.07,0,10.09,124.82
2015,8,22,1,0,16.21,0,10.01,127.69
2015,8,22,2,0,15.61,0,10.3,126.47
2015,8,22,3,0,14.99,0,10.3,126.47
2015,8,22,4,0,14.41,0,9.89,123.11
2015,8,22,5,0,13.86,0,9.2,120.58
2015,8,22,6,0,13.17,0,9.18,115.56
2015,8,22,7,0,12.85,0,9.03,113.5
2015,8,22,8,0,14.38,0,7.75,111.8
2015,8,22,9,0,16.4,0,9.26,103.5
2015,8,22,10,0,18.68,0,10.11,94.09
2015,8,22,11,0,20.91,0,11.16,90
2015,8,22,12,0,22.62,0,12.96,91.59
2015,8,22,13,0,23.81,0,12.98,93.18
2015,8,22,14,0,25.34,0,14.21,98.75
2015,8,22,15,0,25.93,0,13.49,99.21
2015,8,22,16,0,26.25,0,13.56,100.71
2015,8,22,17,0,26.28,0,14.84,104.04
2015,8,22,18,0,25.99,0,15.73,105.95
2015,8,22,19,0,25.31,0,15.38,106.31
2015,8,22,20,0,24.07,0,13.36,104.04
2015,8,22,21,0,21.92,0,13.21,107.45
2015,8,22,22,0,19.92,0,11.3,120.65
2015,8,22,23,0,18.24,0,10.44,136.4
2015,8,23,0,0,17.45,0,10.7,132.27
2015,8,23,1,0,17.15,0,12.39,125.54
2015,8,23,2,0,16.64,0,13.4,120.7
2015,8,23,3,0,16.18,0,14.66,114.68
2015,8,23,4,0,15.49,0,15.94,115.41
2015,8,23,5,0,14.89,0,15.98,112.52
2015,8,23,6,0,14.39,0,17.07,114.94
2015,8,23,7,0,14.24,0,17.55,115.51
2015,8,23,8,0,15.19,0,16.45,113.2
2015,8,23,9,0,17.53,0,16.06,109.65
2015,8,23,10,0,20.54,0,16.17,106.82
2015,8,23,11,0,21.34,0,8.35,172.57
2015,8,23,12,0,20.7,0,7.99,305.84
2015,8,23,13,0,19.98,0,3.22,333.43
2015,8,23,14,0,25.41,0.2,13.05,245.56
2015,8,23,15,0,24.64,1.1,11.18,236.82
2015,8,23,16,0,23.02,1.7,12.23,227.39
2015,8,23,17,0,21.12,1.4,8.4,226.74
2015,8,23,18,0,20,0.1,4.84,138.01
2015,8,23,19,0,19.21,0.2,3.6,143.13
2015,8,23,20,0,18.63,2,4.1,322.13
2015,8,23,21,0,16.88,2.6,15.55,275.31
2015,8,23,22,0,16.52,1.4,6.88,227.12
2015,8,23,23,0,16.22,1.1,7.59,121.43
2015,8,24,0,0,16.39,0,10.14,117.47
2015,8,24,1,0,16.21,0.1,12.18,124.16
2015,8,24,2,0,15.98,0,13.2,115.87
2015,8,24,3,0,16.35,0,11.38,124.7
2015,8,24,4,0,16.41,0.1,11.98,122.74
2015,8,24,5,0,16.29,0.6,11.3,120.65
2015,8,24,6,0,15.97,1,13.04,117.98
2015,8,24,7,0,16.07,0.5,14.78,124.08
2015,8,24,8,0,15.71,0.1,12.57,156.37
2015,8,24,9,0,16.16,0.2,16.87,123.69
2015,8,24,10,0,16.95,0.1,20.5,120.62
2015,8,24,11,0,18.07,0,20.75,128.66
2015,8,24,12,0,19.28,0,21.38,135
2015,8,24,13,0,21.37,0,17.31,163.07
2015,8,24,14,0,18.95,0.1,18.56,198.08
2015,8,24,15,0,16.7,2.3,20.47,230.71
2015,8,24,16,0,16.52,1.7,10.08,180
2015,8,24,17,0,17.47,0.5,14.19,125.71
2015,8,24,18,0,20.34,0,3.6,143.13
2015,8,24,19,0,21.32,0,17.76,252.3
2015,8,24,20,0,19.88,0,19.34,241.05
2015,8,24,21,0,18.63,0,15.65,246.97
2015,8,24,22,0,17.67,0,14.81,244.06
2015,8,24,23,0,16.89,0,14.92,250.25
2015,8,25,0,0,15.95,0,16.77,255.07
2015,8,25,1,0,15.02,0,16.28,251.97
2015,8,25,2,0,14.28,0,15.38,249.44
2015,8,25,3,0,13.63,0,15.79,245.77
2015,8,25,4,0,12.82,0,15.63,241.07
2015,8,25,5,0,12.15,0,14.98,234.78
2015,8,25,6,0,11.48,0,14.11,232.25
2015,8,25,7,0,11.1,0,12.98,226.12
2015,8,25,8,0,12.7,0,13.89,238.78
2015,8,25,9,0,14.76,0,16.95,257.74
2015,8,25,10,0,16.21,0,18.37,267.75
2015,8,25,11,0,17.41,0,17.02,276.07
2015,8,25,12,0,18.47,0,15.04,281.04
2015,8,25,13,0,19.42,0,12.5,281.63
2015,8,25,14,0,20.88,0,8.71,277.13
2015,8,25,15,0,21.57,0,8.31,274.97
2015,8,25,16,0,22,0,7.99,277.77
2015,8,25,17,0,22.21,0,7.77,283.39
2015,8,25,18,0,22.17,0,7.17,287.53
2015,8,25,19,0,21.85,0,5.32,298.3
2015,8,25,20,0,21.02,0,2.16,360
2015,8,25,21,0,20.37,0,5.15,102.09
2015,8,25,22,0,18.5,0,8.44,129.81
2015,8,25,23,0,16.92,0,7.65,138.81
2015,8,26,0,0,16.9,0,7.39,133.03
